spkt,spkid
890.6499999995639,65.0
893.3499999995614,70.0
894.94999999956,69.0
895.0999999995598,32.0
896.2499999995588,35.0
897.4499999995577,72.0
899.4499999995559,31.0
902.1499999995534,20.0
902.3999999995532,13.0
902.8999999995527,29.0
903.649999999552,77.0
904.1999999995516,68.0
904.6499999995511,78.0
904.8999999995509,62.0
906.2499999995497,60.0
908.2999999995478,54.0
909.149999999547,69.0
910.9499999995454,74.0
911.349999999545,11.0
911.7499999995447,66.0
913.3499999995432,64.0
913.649999999543,68.0
918.1499999995389,77.0
919.1999999995379,62.0
920.0499999995371,24.0
921.1499999995361,35.0
923.6999999995338,79.0
924.2499999995333,66.0
924.649999999533,36.0
925.1999999995325,69.0
925.8999999995318,72.0
926.0999999995316,63.0
926.849999999531,13.0
927.7999999995301,2.0
928.4499999995295,74.0
929.8999999995282,61.0
931.199999999527,77.0
933.6499999995248,70.0
934.3999999995241,60.0
936.4999999995222,66.0
939.949999999519,62.0
941.149999999518,35.0
943.1499999995161,68.0
943.1499999995161,79.0
943.1999999995161,72.0
943.299999999516,32.0
943.6499999995157,70.0
948.9499999995109,64.0
950.1499999995098,13.0
950.2999999995096,65.0
951.6999999995083,62.0
951.9499999995081,66.0
952.4999999995076,34.0
952.9999999995072,73.0
953.2499999995069,74.0
953.7999999995064,31.0
955.0499999995053,68.0
955.4999999995049,35.0
955.8499999995046,63.0
957.2499999995033,60.0
957.8499999995028,61.0
957.9499999995027,69.0
958.0999999995025,43.0
959.9499999995008,7.0
964.3499999994968,51.0
964.8499999994964,64.0
964.9999999994963,79.0
964.9999999994963,80.0
965.0999999994962,62.0
965.6999999994956,78.0
966.1999999994952,60.0
966.8499999994946,73.0
973.4499999994886,66.0
974.049999999488,68.0
974.3999999994877,77.0
977.4499999994849,65.0
978.0999999994843,50.0
978.499999999484,76.0
980.8499999994818,34.0
980.8499999994818,53.0
981.0499999994817,51.0
982.6999999994802,60.0
982.7999999994801,70.0
983.0999999994798,31.0
983.5499999994794,62.0
985.099999999478,74.0
986.7499999994765,61.0
987.7499999994756,32.0
988.2999999994751,24.0
989.2999999994742,73.0
989.7999999994737,7.0
989.9999999994735,35.0
991.3999999994722,78.0
994.2499999994697,62.0
994.5499999994694,77.0
996.7999999994673,66.0
996.8499999994673,31.0
997.2499999994669,70.0
997.2499999994669,74.0
997.8499999994664,30.0
998.6999999994656,13.0
998.7499999994656,64.0
